UDI,Asset ID,Asset Name,Make / Model,Equipment Class,Criticality Tier,Location,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5453,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M20312,M,303.0,312.7,1553,35.8,122,0,0,0,0,0,0
5454,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52633,L,303.0,312.6,1451,42.1,125,0,0,0,0,0,0
5455,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L52634,L,303.0,312.5,1461,40.2,127,0,0,0,0,0,0
5456,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M20315,M,303.1,312.6,1895,23.5,129,0,0,0,0,0,0
5457,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M20316,M,303.1,312.6,1567,32.9,132,0,0,0,0,0,0
5458,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20317,M,303.0,312.5,1602,33.7,135,0,0,0,0,0,0
5459,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L52638,L,303.1,312.6,1514,42.1,138,0,0,0,0,0,0
5460,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52639,L,303.1,312.5,1453,49.1,140,0,0,0,0,0,0
5461,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M20320,M,303.0,312.4,1526,36.1,142,0,0,0,0,0,0
5462,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M20321,M,302.9,312.3,1339,52.1,145,0,0,0,0,0,0
5463,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52642,L,302.9,312.3,1889,22.8,148,0,0,0,0,0,0
5464,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L52643,L,302.9,312.4,1561,34.8,150,0,0,0,0,0,0
5465,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20324,M,302.9,312.4,1659,33.1,152,0,0,0,0,0,0
5466,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L52645,L,302.9,312.4,1424,49.5,155,0,0,0,0,0,0
5467,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0
5468,FD-01,Apron Feeder,Metso apron feeder,Fixed plant - feed,L,Primary Crushing Circuit,L52647,L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0
5469,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L52648,L,302.8,312.3,1764,29.9,162,0,0,0,0,0,0
5470,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20329,M,302.7,312.2,1439,42.5,164,0,0,0,0,0,0
5471,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20330,M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0
5472,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L52651,L,302.7,312.3,1346,61.2,170,0,0,0,0,0,1
5473,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L52652,L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0
5474,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L52653,L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0
5475,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20334,M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0
5476,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52655,L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0
5477,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M20336,M,302.6,312.1,1445,42.0,181,0,0,0,0,0,0
5478,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L52657,L,302.7,312.1,1763,26.5,184,0,0,0,0,0,0
5479,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L52658,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0
5480,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M20339,M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0
5481,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H34894,H,302.7,312.1,1478,36.0,191,0,0,0,0,0,0
5482,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L52661,L,302.6,312.0,1781,28.5,196,0,0,0,0,0,0
5483,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L52662,L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0
5484,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20343,M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0
5485,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20344,M,302.5,312.0,1826,25.3,203,0,0,0,0,0,0
5486,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52665,L,302.6,312.1,1344,51.0,206,0,0,0,0,0,0
5487,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52666,L,302.6,312.2,1520,43.0,208,0,0,0,0,0,0
5488,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0
5489,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52668,L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0
5490,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L52669,L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1
5491,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52670,L,302.6,312.1,1288,68.5,0,1,0,0,1,0,0
5492,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M20351,M,302.7,312.2,1350,58.6,2,0,0,0,0,0,0
5493,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M20352,M,302.9,312.4,1334,50.9,5,0,0,0,0,0,0
5494,LV-06,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Tailings Storage Facility,L52673,L,302.8,312.4,1376,57.1,8,0,0,0,0,0,0
5495,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L52674,L,302.8,312.4,1368,49.5,10,0,0,0,0,0,0
5496,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H34909,H,302.9,312.5,1357,55.0,12,0,0,0,0,0,1
5497,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M20356,M,302.9,312.5,1924,24.0,17,0,0,0,0,0,0
5498,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M20357,M,302.9,312.5,1551,40.0,20,0,0,0,0,0,0
5499,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20358,M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0
5500,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H34913,H,302.9,312.3,1417,48.7,26,0,0,0,0,0,0
5501,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52680,L,302.7,312.1,1601,35.2,31,0,0,0,0,0,0
5502,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L52681,L,302.7,312.1,1543,37.5,33,0,0,0,0,0,0
5503,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52682,L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0
5504,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H34917,H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0
5505,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52684,L,302.8,312.2,1458,51.0,42,0,0,0,0,0,0
5506,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L52685,L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0
5507,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52686,L,302.9,312.2,1677,30.5,46,0,0,0,0,0,0
5508,GEN-01,Standby Generator,Cummins C1100 D5,Fixed - power,L,Primary Crushing Circuit,L52687,L,302.8,312.1,1520,39.9,48,0,0,0,0,0,0
5509,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L52688,L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0
5510,DZ-01,Track Dozer,Caterpillar D10T2,Mobile - earthmoving,L,Open Pit - Stage 3,L52689,L,302.8,312.2,1509,36.5,52,0,0,0,0,0,1
5511,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L52690,L,302.8,312.1,1418,51.4,54,0,0,0,0,0,0
5512,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L52691,L,302.8,312.1,1958,20.3,56,0,0,0,0,0,0
5513,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52692,L,302.8,312.2,1682,30.9,58,0,0,0,0,0,0
5514,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20373,M,302.8,312.2,1452,50.3,60,0,0,0,0,0,0
5515,SV-02,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Maintenance Workshop,L52694,L,302.7,312.0,1828,24.0,63,0,0,0,0,0,0
5516,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H34929,H,302.7,312.0,1484,41.5,65,0,0,0,0,0,0
5517,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L52696,L,302.6,312.0,1674,32.2,70,0,0,0,0,0,0
5518,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L52697,L,302.6,311.9,1448,49.5,72,0,0,0,0,0,0
5519,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M20378,M,302.5,311.8,2023,19.1,74,0,0,0,0,0,0
5520,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L52699,L,302.5,311.9,1452,47.4,77,0,0,0,0,0,0
5521,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20380,M,302.6,312.0,1496,45.0,79,0,0,0,0,0,0
5522,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L52701,L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0
5523,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L52702,L,302.6,311.9,1453,39.1,84,0,0,0,0,0,0
5524,HT-02,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20383,M,302.5,311.9,1524,34.8,86,0,0,0,0,0,0
5525,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L52704,L,302.6,311.9,1633,30.9,89,0,0,0,0,0,0
5526,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M20385,M,302.6,312.0,1363,45.7,91,0,0,0,0,0,0
5527,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L52706,L,302.5,311.9,1520,44.9,94,0,0,0,0,0,0
5528,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20387,M,302.5,311.9,1532,38.8,96,0,0,0,0,0,0
5529,GR-02,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52708,L,302.4,311.8,1384,50.9,99,0,0,0,0,0,0
5530,EX-03,Hydraulic Excavator,Liebherr R 9200,Mobile - loading,M,Open Pit - Stage 2,M20389,M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0
5531,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20390,M,302.3,311.8,1355,50.1,104,0,0,0,0,0,0
5532,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20391,M,302.3,311.7,1504,37.3,107,0,0,0,0,0,0
5533,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L52712,L,302.4,311.8,1476,46.6,110,0,0,0,0,0,0
5534,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L52713,L,302.4,311.7,1721,26.9,112,0,0,0,0,0,0
5535,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20394,M,302.3,311.7,1494,37.1,114,0,0,0,0,0,0
5536,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L52715,L,302.3,311.7,1465,43.5,117,0,0,0,0,0,0
5537,EX-01,Hydraulic Excavator,Komatsu PC2000-11,Mobile - loading,M,Open Pit - Stage 3,M20396,M,302.3,311.8,1363,54.0,119,1,0,0,0,0,0
5538,WC-03,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 3,L52717,L,302.4,311.8,1648,30.0,122,0,0,0,0,0,0
5539,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20398,M,302.3,311.8,1879,23.0,124,0,0,0,0,0,0
5540,TH-01,CIL Thickener Drive,Outotec high-rate,Fixed plant - processing,H,Grinding / CIL Circuit,H34953,H,302.3,311.7,1482,39.0,127,0,0,0,0,0,0
5541,LV-05,Light Vehicle,Toyota HiLux,Mobile - light vehicle,L,Haul Road Network,L52720,L,302.4,311.8,1493,38.4,132,0,0,0,0,0,0
5542,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L52721,L,302.4,311.8,1433,42.2,134,0,0,0,0,0,0
5543,CMP-03,Plant Air Compressor,Atlas Copco GA160,Fixed - support,L,Grinding / CIL Circuit,L52722,L,302.3,311.7,1400,41.6,136,0,0,0,0,0,0
5544,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52723,L,302.4,311.8,1255,59.0,138,0,0,0,0,0,0
5545,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52724,L,302.2,311.7,1471,45.6,140,0,0,0,0,0,0
5546,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H34959,H,302.2,311.6,1357,44.2,142,0,0,0,0,0,0
5547,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L52726,L,302.3,311.7,1453,41.2,147,0,0,0,0,0,0
5548,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20407,M,302.3,311.7,1540,28.9,149,0,0,0,0,0,0
5549,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52728,L,302.3,311.8,1605,35.2,152,0,0,0,0,0,0
5550,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H34963,H,302.3,311.9,1374,52.4,154,0,0,0,0,0,0
5551,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20410,M,302.3,311.9,1508,42.3,159,0,0,0,0,0,0
5552,ML-01,Ball Mill,Outotec 7.3m,Fixed plant - grinding,H,Grinding / CIL Circuit,H34965,H,302.4,311.9,1366,47.3,162,0,0,0,0,0,0
5553,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H34966,H,302.5,312.0,1579,35.7,167,0,0,0,0,0,0
5554,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L52733,L,302.5,311.9,1306,59.7,172,0,0,0,0,0,1
5555,LD-02,Wheel Loader,Komatsu WA600-8,Mobile - loading,M,ROM Pad,M20414,M,302.5,312.0,1521,40.2,174,0,0,0,0,0,0
5556,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52735,L,302.5,312.0,1411,44.2,177,0,0,0,0,0,0
5557,SC-01,Secondary Cone Crusher,Sandvik CH870i,Fixed plant - crushing,H,Primary Crushing Circuit,H34970,H,302.5,312.0,1357,42.0,179,0,0,0,0,0,0
5558,HT-01,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20417,M,302.5,312.0,1436,43.5,184,0,0,0,0,0,0
5559,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L52738,L,302.5,311.9,1553,40.1,187,0,0,0,0,0,0
5560,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M20419,M,302.5,312.0,1451,43.2,189,0,0,0,0,0,0
5561,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L52740,L,302.4,311.9,1541,37.9,192,0,0,0,0,0,0
5562,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M20421,M,302.3,311.7,1341,46.3,194,0,0,0,0,0,0
5563,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52742,L,302.3,311.7,1648,32.1,197,0,0,0,0,0,0
5564,LD-01,Wheel Loader,Caterpillar 992K,Mobile - loading,M,ROM Pad,M20423,M,302.3,311.7,1640,31.5,199,0,0,0,0,0,0
5565,PMP-03,Tailings Transfer Pump,Warman AH-series,Fixed - water mgmt,L,Tailings Storage Facility,L52744,L,302.4,311.8,1416,46.1,202,0,0,0,0,0,0
5566,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L52745,L,302.4,311.9,1671,29.9,204,0,0,0,0,0,0
5567,PMP-02,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 2,L52746,L,302.4,312.0,1457,45.5,206,0,0,0,0,0,0
5568,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M20427,M,302.5,312.0,1445,54.8,0,0,0,0,0,0,0
5569,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L52748,L,302.5,312.1,1534,38.6,3,0,0,0,0,0,0
5570,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L52749,L,302.4,312.0,1508,36.9,5,0,0,0,0,0,0
5571,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M20430,M,302.4,312.1,1492,47.7,7,0,0,0,0,0,0
5572,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L52751,L,302.4,312.0,1562,37.9,10,0,0,0,0,0,0
5573,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L52752,L,302.4,312.0,1545,36.4,12,0,0,0,0,0,0
5574,SV-01,Service / Lube Truck,Isuzu FVZ service body,Mobile - field maint.,L,Haul Road Network,L52753,L,302.5,312.2,1738,25.3,14,0,0,0,0,0,0
5575,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52754,L,302.4,312.0,1305,49.1,16,0,0,0,0,0,0
5576,CV-01,Overland Conveyor (1.4 km),Continental steel-cord,Fixed plant - conveying,H,Conveyor Corridor,H34989,H,302.4,312.0,1477,39.7,18,0,0,0,0,0,0
5577,PC-01,Primary Jaw Crusher,Metso Nordberg C160,Fixed plant - crushing,H,Primary Crushing Circuit,H34990,H,302.4,312.0,1457,43.4,23,0,0,0,0,0,0
5578,GR-01,Motor Grader,Caterpillar 16M3,Mobile - road maint.,L,Haul Road Network,L52757,L,302.4,312.1,1455,40.4,28,0,0,0,0,0,0
5579,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52758,L,302.5,312.2,1574,38.7,30,0,0,0,0,0,0
5580,LV-03,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,ROM Pad,L52759,L,302.6,312.2,1695,27.1,32,0,0,0,0,0,0
5581,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20440,M,302.6,312.2,1458,38.8,34,0,0,0,0,0,0
5582,DR-01,Rotary Blasthole Drill,Epiroc Pit Viper 271,Mobile - drilling,M,Open Pit - Stage 3,M20441,M,302.5,312.1,1454,47.6,37,0,0,0,0,0,0
5583,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L52762,L,302.5,312.0,2052,18.9,40,0,0,0,0,0,0
5584,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L52763,L,302.5,312.0,1673,29.9,42,0,0,0,0,0,0
5585,CMP-02,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52764,L,302.4,311.9,1578,29.9,44,0,0,0,0,0,0
5586,DR-03,Down-the-Hole Drill,Epiroc SmartROC D65,Mobile - drilling,M,Open Pit - Stage 2,M20445,M,302.5,312.0,1642,29.1,46,0,0,0,0,0,0
5587,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M20446,M,302.4,311.8,1557,31.5,49,0,0,0,0,0,0
5588,WC-02,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52767,L,302.5,311.9,1481,42.9,52,0,0,0,0,0,0
5589,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20448,M,302.5,311.8,1566,37.6,54,0,0,0,0,0,0
5590,HT-05,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,Open Pit - Stage 2,M20449,M,302.5,311.9,1298,57.5,57,0,0,0,0,0,0
5591,EX-02,Hydraulic Excavator,Hitachi EX1900-6,Mobile - loading,M,Open Pit - Stage 3,M20450,M,302.5,311.9,1340,59.4,60,0,0,0,0,0,0
5592,LV-02,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 2,L52771,L,302.5,312.0,1574,33.8,63,0,0,0,0,0,0
5593,LV-04,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Maintenance Workshop,L52772,L,302.5,311.9,1437,46.7,65,0,0,0,0,0,0
5594,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52773,L,302.6,311.9,1354,48.0,67,0,0,0,0,0,0
5595,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L52774,L,302.6,311.9,1598,35.5,69,0,0,0,0,0,0
5596,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20455,M,302.7,312.0,1944,21.4,71,0,0,0,0,0,0
5597,HT-03,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 3,M20456,M,302.7,312.0,1538,36.7,74,0,0,0,0,0,0
5598,PMP-01,Pit Dewatering Pump,Grundfos S-series,Fixed - water mgmt,L,Open Pit - Stage 3,L52777,L,302.7,312.0,1501,37.0,77,0,0,0,0,0,0
5599,WC-01,Water Cart,Caterpillar 777 (74 kL),Mobile - dust supp.,L,Haul Road Network,L52778,L,302.8,312.1,1441,52.1,79,0,0,0,0,0,0
5600,HT-06,Rigid Dump Truck,Komatsu HD785-8,Mobile - hauling,M,ROM Pad,M20459,M,302.7,312.0,1652,31.0,81,0,0,0,0,0,0
5601,LV-01,Light Vehicle,Toyota LandCruiser 79,Mobile - light vehicle,L,Open Pit - Stage 3,L52780,L,302.8,312.1,1487,36.6,84,0,0,0,0,0,0
5602,PMP-04,Process Water Pump,Warman AH-series,Fixed - water mgmt,L,Grinding / CIL Circuit,L52781,L,302.9,312.2,1605,33.9,86,0,0,0,0,0,0
5603,WC-04,Water Cart,Caterpillar 773 (55 kL),Mobile - dust supp.,L,Open Pit - Stage 2,L52782,L,302.9,312.1,1334,54.7,88,0,0,0,0,0,0
5604,GEN-02,Standby Generator,Cummins C1100 D5,Fixed - power,L,Grinding / CIL Circuit,L52783,L,302.9,312.2,1340,57.8,90,0,0,0,0,0,0
5605,CMP-01,Workshop Air Compressor,Atlas Copco GA75,Fixed - support,L,Maintenance Workshop,L52784,L,302.9,312.2,1513,37.8,92,0,0,0,0,0,0
5606,FD-02,Belt Feeder,Metso belt feeder,Fixed plant - feed,L,ROM Pad,L52785,L,302.9,312.2,1510,41.4,94,0,0,0,0,0,0
5607,GEN-01,Standby Generator,Cummins C1100 D5,Fixed - power,L,Primary Crushing Circuit,L52786,L,302.9,312.2,1729,23.6,96,0,0,0,0,0,0
5608,HT-04,Rigid Dump Truck,Caterpillar 793F,Mobile - hauling,M,Open Pit - Stage 2,M20467,M,302.9,312.2,1745,25.5,98,0,0,0,0,0,0
5609,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20468,M,303.1,312.3,1623,31.6,101,0,0,0,0,0,0
5610,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20469,M,303.1,312.4,1378,50.1,104,0,0,0,0,0,0
5611,GEN-03,Standby Generator,Cummins C700 D5,Fixed - power,L,Maintenance Workshop,L52790,L,303.1,312.4,1407,41.2,107,0,0,0,0,0,0
5612,DR-02,Rotary Blasthole Drill,Sandvik DR410i,Mobile - drilling,M,Open Pit - Stage 2,M20471,M,303.0,312.3,1674,29.5,109,0,0,0,0,0,0
5613,DZ-02,Wheel Dozer,Komatsu WD600-6,Mobile - earthmoving,L,ROM Pad,L52792,L,303.0,312.3,1486,42.4,112,0,0,0,0,0,0
